CATEGORY,LINK,TITLE,AUTHOR,DATE,PUBLISHED_IN_PRINT
From the Archives,https://yalereview.org/article/cantilever,Cantilever,John Ashbery,"October 1, 1995",True
From the Archives,https://yalereview.org/article/liu-decision,The Decision,Timothy Liu,"July 1, 2009",True
From the Archives,https://yalereview.org/article/robert-frost-nocturnes,Nocturnes,Robert Frost,"September 1, 1946",True
Poetry,https://yalereview.org/article/next-moment,Next Moment,Marie Borroff,"April 1, 1948",True
Poetry,https://yalereview.org/article/ars-poetica,Ars Poetica,Marie Borroff,"April 1, 1948",True
Poetry,https://yalereview.org/article/closed-good,Closed For Good,Robert Frost,"July 1, 1949",True
Poetry,https://yalereview.org/article/garland-for-you,Garland for You,Robert Penn Warren,"January 1, 1958",True
From the Archives,https://yalereview.org/article/lost-ingredient-anne-sexton,The Lost Ingredient,Anne Sexton,"July 1, 1959",True
From the Archives,https://yalereview.org/article/robert-lowell-the-public-garden,The Public Garden,Robert Lowell,"October 1, 1962",True
Poetry,https://yalereview.org/article/couples,The Couples,Jean Valentine,"April 1, 1967",True
From the Archives,https://yalereview.org/article/cousin-in-april-louise-gluck,My Cousin in April,Louise Glück,"June 1, 1971",True
From the Archives,https://yalereview.org/article/robert-pinsky-generation-before,The Generation Before,Robert Pinsky,"December 1, 1974",True
From the Archives,https://yalereview.org/article/messages,Messages,Mary Oliver,"April 1, 1978",True
Poetry,https://yalereview.org/article/the-five-elemental-voices,The Five Elemental Voices,James Merrill,"June 1, 1978",True
From the Archives,https://yalereview.org/article/robert-pinsky-living-poem,The Living,Robert Pinsky,"October 1, 1980",True
Poetry,https://yalereview.org/article/developers-at-crystal-river,Developers at Crystal River,James Merrill,"October 1, 1980",True
From the Archives,https://yalereview.org/article/john-ashbery-unusual-precautions,Unusual Precautions,John Ashbery,"January 1, 1981",True
From the Archives,https://yalereview.org/article/john-ashbery-tide-music,Tide Music,John Ashbery,"January 1, 1981",True
Poetry,https://yalereview.org/article/mock-orange,Mock Orange,Louise Glück,"July 1, 1981",True
From the Archives,https://yalereview.org/article/seamus-heaney-station-island,Station Island,Seamus Heaney,"October 1, 1983",True
Poetry,https://yalereview.org/article/days-of-1941-and-44,Days of 1941 and ‘44,James Merrill,"July 1, 1984",True
From the Archives,https://yalereview.org/article/this-notebook-james-schuyler,This Notebook,James Schuyler,"October 1, 1984",True
From the Archives,https://yalereview.org/article/charles-simic-to-helen,To Helen,Charles Simic,"July 1, 1985",True
From the Archives,https://yalereview.org/article/to-a-friend-in-time-of-trouble,To a Friend in Time of Trouble,Thom Gunn,"July 1, 1985",True
From the Archives,https://yalereview.org/article/the-hug,The Hug,Thom Gunn,"July 1, 1985",True
From the Archives,https://yalereview.org/article/john-ashbery-bushiness-infinity,The Bushiness of Infinity,John Ashbery,"July 1, 1985",True
From the Archives,https://yalereview.org/article/charles-simic-first-frost,First Frost,Charles Simic,"July 1, 1985",True
From the Archives,https://yalereview.org/article/dream-overture,Dream Overture,John Ashbery,"July 1, 1985",True
From the Archives,https://yalereview.org/article/charles-simic-down-the-alleymouth,Down the Alleymouth,Charles Simic,"July 1, 1985",True
Poetry,https://yalereview.org/article/the-ponchielli-complex,The Ponchielli Complex,James Merrill,"October 1, 1986",True
Poetry,https://yalereview.org/article/native,Native,W. S. Merwin,"April 1, 1987",True
From the Archives,https://yalereview.org/article/robert-frost-give-time,I Could Give All to Time,Robert Frost,"September 1, 1941",True
Poetry,https://yalereview.org/article/losing-language,Losing a Language,W. S. Merwin,"April 1, 1987",True
From the Archives,https://yalereview.org/article/muriel-rukeyser-way-home,The Shortest Way Home,Muriel Rukeyser,"September 1, 1939",True
From the Archives,https://yalereview.org/article/frost-white-tailed-hornet,The White-Tailed Hornet or Doubts About an Instinct,Robert Frost,"March 1, 1936",True
From the Archives,https://yalereview.org/article/robert-frost-hill-wife,The Hill Wife,Robert Frost,"April 1, 1916",True
From the Archives,https://yalereview.org/article/amy-lowell-trades,Trades,Amy Lowell,"January 1, 1917",True
From the Archives,https://yalereview.org/article/robert-frost-not-to-keep,Not to Keep,Robert Frost,"January 1, 1917",True
From the Archives,https://yalereview.org/article/wharton-poetry-in-provence,In Provence,Edith Wharton,"January 1, 1920",True
From the Archives,https://yalereview.org/article/robert-frost-war-poem,To E.T.,Robert Frost,"April 1, 1920",True
From the Archives,https://yalereview.org/article/alice-corbin-love-poem,Two Ways Of Love,Alice Corbin,"January 1, 1921",True
From the Archives,https://yalereview.org/article/robert-frost-onset-poem,The Onset,Robert Frost,"January 1, 1921",True
From the Archives,https://yalereview.org/article/robert-frost-snow-dust,Snow Dust,Robert Frost,"January 1, 1921",True
From the Archives,https://yalereview.org/article/robert-frost-misgiving,Misgiving,Robert Frost,"January 1, 1921",True
From the Archives,https://yalereview.org/article/robert-frost-star-boat,A Star in a Stone-Boat,Robert Frost,"January 1, 1921",True
From the Archives,https://yalereview.org/article/robert-frost-maple,Maple,Robert Frost,"October 1, 1921",True
From the Archives,https://yalereview.org/article/robert-frost-to-earthward,To Earthward,Robert Frost,"October 1, 1923",True
From the Archives,https://yalereview.org/article/robert-frost-nothing-gold,Nothing Gold Can Stay,Robert Frost,"October 1, 1923",True
From the Archives,https://yalereview.org/article/robert-frost-one-hour,I Will Sing You One-O,Robert Frost,"October 1, 1923",True
From the Archives,https://yalereview.org/article/maternity-poem-babette-deutsch,Maternity,Babette Deutsch,"April 1, 1924",True
From the Archives,https://yalereview.org/article/robert-frost-window-tree,Tree at My Window,Robert Frost,"July 1, 1927",True
From the Archives,https://yalereview.org/article/robert-frost-rose-family,The Rose Family,Robert Frost,"July 1, 1927",True
From the Archives,https://yalereview.org/article/robert-frost-minor-bird,The Minor Bird,Robert Frost,"July 1, 1927",True
From the Archives,https://yalereview.org/article/robert-frost-common-fate,The Common Fate,Robert Frost,"July 1, 1927",True
Poetry,https://yalereview.org/article/take-my-vows,Take My Vows,Dorothy Parker,"October 1, 1930",True
From the Archives,https://yalereview.org/article/robert-frost-sea-poem,Neither Out Far Nor In Deep,Robert Frost,"March 1, 1934",True
From the Archives,https://yalereview.org/article/robert-frost-moon-compasses,Moon Compasses,Robert Frost,"September 1, 1934",True
From the Archives,https://yalereview.org/article/robert-frost-after-flakes,After-Flakes,Robert Frost,"September 1, 1934",True
From the Archives,https://yalereview.org/article/robert-frost-missive-missile,A Missive Missile,Robert Frost,"September 1, 1934",True
From the Archives,https://yalereview.org/article/somehow-myself-survived-night-dickinson,[Somehow myself survived the night],Emily Dickinson,"September 1, 1935",True
From the Archives,https://yalereview.org/article/robert-frost-voice-ways,Voice-Ways,Robert Frost,"January 1, 1936",True
From the Archives,https://yalereview.org/article/frost-bearer-evil-tidings,The Bearer of Evil Tidings,Robert Frost,"January 1, 1936",True
From the Archives,https://yalereview.org/article/robert-frost-master-speed,Master Speed,Robert Frost,"January 1, 1936",True
From the Archives,https://yalereview.org/article/robert-frost-departmental,Departmental,Robert Frost,"January 1, 1936",True
From the Archives,https://yalereview.org/article/robert-frost-geode,Geode,Robert Frost,"March 1, 1938",True
Poetry,https://yalereview.org/article/in-memoriam,In Memoriam,Adrienne Rich,"April 1, 1987",True
Poetry,https://yalereview.org/article/walks-in-rome,Walks in Rome,James Merrill,"March 1, 1988",True
From the Archives,https://yalereview.org/article/cynthia-zarin-poem-klex,Klex,Cynthia Zarin,"June 1, 1988",True
From the Archives,https://yalereview.org/article/orioles-and-seed-time,Orioles,W. S. Merwin,"July 1, 1998",True
From the Archives,https://yalereview.org/article/rachel-hadas-family-poem,"Fathers and Daughters, Mothers and Sons",Rachel Hadas,"October 1, 1998",True
From the Archives,https://yalereview.org/article/burning-heart,The Burning Heart,Louise Glück,"January 1, 1999",True
Poetry,https://yalereview.org/article/minotaur,Minotaur,James Merrill,"April 1, 1999",True
From the Archives,https://yalereview.org/article/cynthia-zarin-babys-breath,Baby's Breath,Cynthia Zarin,"October 1, 1999",True
Poetry,https://yalereview.org/article/cynthia-zarin-children-poem,Rocking the Carriage,Cynthia Zarin,"October 1, 2001",True
From the Archives,https://yalereview.org/article/yi-dynasty-rice-bowl,Looking at a Yi Dynasty Rice Bowl,Suji Kwock Kim,"January 1, 2002",True
From the Archives,https://yalereview.org/article/last-hayride-james-tate,A Last Hayride,James Tate,"January 1, 2002",True
Poetry,https://yalereview.org/article/love,Love,Aaron Fagan,"July 1, 2002",True
Poetry,https://yalereview.org/article/simic-something-large-woods,Something Large Is in the Woods,Charles Simic,"January 1, 2003",True
Poetry,https://yalereview.org/article/charles-simic-party-fiend,Party Fiend,Charles Simic,"April 1, 2003",True
From the Archives,https://yalereview.org/article/marianne-moore-poetry-mendelssohn,To See It Is to Know That Mendelssohn Would Never Do,Marianne Moore,"October 1, 2003",True
From the Archives,https://yalereview.org/article/marianne-moore-rodins-penseur,Rodin's Penseur,Marianne Moore,"October 1, 2003",True
From the Archives,https://yalereview.org/article/marianne-moore-sensational-device,Man's Feet Are a Sensational Device,Marianne Moore,"October 1, 2003",True
From the Archives,https://yalereview.org/article/marianne-moore-been-said,As Has Been Said,Marianne Moore,"October 1, 2003",True
From the Archives,https://yalereview.org/article/dogs-elisabeth-frost,Dogs,Elisabeth Frost,"January 1, 2004",True
Poetry,https://yalereview.org/article/noahs-flood,Noah’s Flood,The Gawain Poet,"July 1, 2004",True
From the Archives,https://yalereview.org/article/mallarme-howard-fauns-afternoon,A Faun's Afternoon,Stéphane Mallarmé,"July 1, 2004",True
From the Archives,https://yalereview.org/article/the-tunnel,The Tunnel,C. Dale Young,"April 1, 2005",True
From the Archives,https://yalereview.org/article/greger-killer-whale-christmas,The Killer Whale of Christmas,Debora Greger,"October 1, 2005",True
From the Archives,https://yalereview.org/article/henri-cole-loons,Loons,Henri Cole,"October 1, 2006",True
Poetry,https://yalereview.org/article/walking-night,Walking at Night,Louise Glück,"April 1, 2008",True
Poetry,https://yalereview.org/article/trying-write-poem-while-couple-apartment-overhead-make-love,Trying to Write a Poem While the Couple in the Apartment Overhead Make Love,David Wagoner,"April 1, 2008",True
Poetry,https://yalereview.org/article/louise-gluck-sunrise-poem,Sunrise,Louise Glück,"April 1, 2008",True
Poetry,https://yalereview.org/article/harvest,Harvest,Louise Glück,"April 1, 2008",True
Poetry,https://yalereview.org/article/burning-leaves,Burning Leaves,Louise Glück,"April 1, 2008",True
Poetry,https://yalereview.org/article/kay-ryan-peom-desert-reservoirs,Desert Reservoirs,Kay Ryan,"June 28, 2008",True
From the Archives,https://yalereview.org/article/arendt-arguable-elegy,Arendt: An Arguable Elegy,Richard Howard,"July 1, 2008",True
From the Archives,https://yalereview.org/article/geisblatt,Geisblatt,Brigit Pegeen Kelly,"April 1, 2009",True
From the Archives,https://yalereview.org/article/seed-time,Seed Time,W. S. Merwin,"July 1, 1998",True
From the Archives,https://yalereview.org/article/half-february,Half February,Charles Wright,"October 1, 1997",True
From the Archives,https://yalereview.org/article/merwin-poem-that-music,That Music,W. S. Merwin,"January 1, 1997",True
From the Archives,https://yalereview.org/article/the-chinese-mountain-fox,The Chinese Mountain Fox,W. S. Merwin,"January 1, 1997",True
From the Archives,https://yalereview.org/article/robert-pinsky-old-man,An Old Man,Robert Pinsky,"June 1, 1988",True
From the Archives,https://yalereview.org/article/fiction-mark-strand,Fiction,Mark Strand,"July 1, 1989",True
From the Archives,https://yalereview.org/article/tom-sleigh-aubade-poem,Aubade,Tom Sleigh,"July 1, 1989",True
From the Archives,https://yalereview.org/article/henri-cole-lost-venice,Lost in Venice,Henri Cole,"December 1, 1989",True
Poetry,https://yalereview.org/article/to-the-reader,To the Reader,James Merrill,"November 1, 1990",True
From the Archives,https://yalereview.org/article/rachel-hadas-roadblock-poem,Roadblock,Rachel Hadas,"November 1, 1990",True
Poetry,https://yalereview.org/article/vespers,Vespers,Louise Glück,"April 1, 1992",True
From The Archives,https://yalereview.org/article/gjertrud-schnackenberg-tiberius-poem,Tiberius Learns of the Resurrection,Gjertrud Schnackenberg,"April 1, 1992",True
From the Archives,https://yalereview.org/article/september-twilight,September Twilight,Louise Glück,"April 1, 1992",True
Poetry,https://yalereview.org/article/rachel,Rachel,Adrienne Rich,"April 1, 1992",True
Poetry,https://yalereview.org/article/lamium,Lamium,Louise Glück,"April 1, 1992",True
From the Archives,https://yalereview.org/article/those-years,In Those Years,Adrienne Rich,"April 1, 1992",True
From The Archives,https://yalereview.org/article/mona-van-duyn-poem-endings,Endings,Mona Van Duyn,"April 1, 1992",True
From The Archives,https://yalereview.org/article/gary-snyder-poem-earrings-dangling,Earrings Dangling and Miles of Desert,Gary Snyder,"April 1, 1992",True
Poetry,https://yalereview.org/article/kay-ryan-that-will-to-divest,That Will to Divest,Kay Ryan,"July 8, 2009",True
From The Archives,https://yalereview.org/article/coatscape-and-mr-begley,Coatscape and Mr. Begley,Sandra McPherson,"April 1, 1992",True
Poetry,https://yalereview.org/article/humpty-dumpty,Humpty Dumpty,W. H. Auden,"January 1, 1993",True
From the Archives,https://yalereview.org/article/charles-simic-supreme-moment,The Supreme Moment,Charles Simic,"July 1, 1993",True
From the Archives,https://yalereview.org/article/charles-simic-sinister-company,Sinister Company,Charles Simic,"July 1, 1993",True
From the Archives,https://yalereview.org/article/charles-simic-pascals-idea,Pascal's Idea,Charles Simic,"July 1, 1993",True
From the Archives,https://yalereview.org/article/charles-simic-mad-business,Mad Business,Charles Simic,"July 1, 1993",True
From the Archives,https://yalereview.org/article/cosmo,Cosmo,James Merrill,"April 1, 1994",True
From the Archives,https://yalereview.org/article/jorie-graham-the-strangers,The Strangers,Jorie Graham,"April 1, 1995",True
From the Archives,https://yalereview.org/article/jorie-graham-submitting,Submitting,Jorie Graham,"April 1, 1995",True
Poetry,https://yalereview.org/article/rhapsody-on-czech-themes,Rhapsody on Czech Themes,James Merrill,"October 1, 1995",True
From the Archives,https://yalereview.org/article/i-too,"I, Too",John Ashbery,"October 1, 1995",True
Poetry,https://yalereview.org/article/wedgewood-watches,"The Wedgewood, the Watches",Benjamin S. Grossberg,"April 1, 2019",True
From the Archives,https://yalereview.org/article/charles-simic-street-of-martyrs,The Street of Martyrs,Charles Simic,"October 1, 1996",True
From the Archives,https://yalereview.org/article/charles-simic-slaughterhouse-flies,Slaughterhouse Flies,Charles Simic,"October 1, 1996",True
From the Archives,https://yalereview.org/article/chalres-simic-blood-orange,Blood Orange,Charles Simic,"October 1, 1996",True
From the Archives,https://yalereview.org/article/cynthia-zarin-fire-lyric,Fire Lyric,Cynthia Zarin,"July 1, 1992",True
Poetry,https://yalereview.org/article/way-i-best,The Way I Like Best,James Longenbach,"April 1, 2019",True
Poetry,https://yalereview.org/article/hades,Hades,Aria Aber,"January 1, 2020",True
Poetry,https://yalereview.org/article/potato-plants,The Potato Plants,Jodie Hollander,"April 1, 2019",True
From the Archives,https://yalereview.org/article/new-constructions,New Constructions,John Ashbery,"September 20, 2021",True
From the Archives,https://yalereview.org/article/my-philosophy-of-life,My Philosophy of Life,John Ashbery,"September 20, 2021",True
From the Archives,https://yalereview.org/article/impermeable,Impermeable,John Ashbery,"September 20, 2021",True
Poetry,https://yalereview.org/article/diego-de-montemayor,Diego de Montemayor,Robin Myers,"September 20, 2021",True
Poetry,https://yalereview.org/article/dad-poem-the-new-temporality,DAD POEM (The New Temporality),Joshua Bennett,"September 20, 2021",True
Poetry,https://yalereview.org/article/dad-poem,DAD POEM,Joshua Bennett,"September 20, 2021",True
Poetry,https://yalereview.org/article/as-when-waking,As When Waking,Daniel Schonning,"September 20, 2021",True
Poetry,https://yalereview.org/article/american-cosmology,American Cosmology,Sahar Romani,"September 20, 2021",True
From the Archives,https://yalereview.org/article/ashbery-call-for-papers,A Call for Papers,John Ashbery,"September 20, 2021",True
Poetry,https://yalereview.org/article/canisia-lubrin-poem-this-have,This That We Have,Canisia Lubrin,"December 1, 2021",True
Poetry,https://yalereview.org/article/natalie-scenters-zapico-poem-skyraider,The Aeryon R80D Skyraider,Natalie Scenters-Zapico,"December 1, 2021",True
Poetry,https://yalereview.org/article/natalie-scenters-zapico-poem-1723,"1,723 Miles Away from Home",Natalie Scenters-Zapico,"December 1, 2021",True
Poetry,https://yalereview.org/article/tiphanie-yanique-pleasure-ride,Invitation to a Pleasure Ride with Phillis Wheatley as Honored Guest,Tiphanie Yanique,"February 28, 2022",True
Poetry,https://yalereview.org/article/park-street,Park Street,Cindy Juyoung Ok,"September 20, 2021",True
Poetry,https://yalereview.org/article/david-trinidad-neighborhood-chatsworth,"An Attempt at Exhausting a Neighborhood in Chatsworth, California",David Trinidad,"February 28, 2022",True
Poetry,https://yalereview.org/article/cynthia-zarin-race-point,Race Point,Cynthia Zarin,"March 1, 2022",True
Poetry,https://yalereview.org/article/kraushaar-larry-something-13b,"Larry Something, 13B",Mark Kraushaar,"March 1, 2022",True
Poetry,https://yalereview.org/article/rae-armantrout-here-i-go,Here I Go,Rae Armantrout,"March 1, 2022",True
Poetry,https://yalereview.org/article/john-jeremiah-sullivan-guest-house,Guest House,John Jeremiah Sullivan,"March 1, 2022",True
From the Archives,https://yalereview.org/article/jean-valentine-boat-pond,"For S., at the Boat Pond",Jean Valentine,"April 8, 2022",True
Poetry,https://yalereview.org/article/john-koethe-worlds-enough,Worlds Enough and Time,John Koethe,"June 1, 2022",True
Poetry,https://yalereview.org/article/nuar-alsadir-poem-share,things people like to share:,Nuar Alsadir,"June 1, 2022",True
Poetry,https://yalereview.org/article/john-koethe-poem-the-day,"The Day,",John Koethe,"June 1, 2022",True
Poetry,https://yalereview.org/article/robert-pinsky-poem-talking,Talking,Robert Pinsky,"June 1, 2022",True
Poetry,https://yalereview.org/article/vievee-francis-returns,Returns,Vievee Francis,"June 1, 2022",True
Poetry,https://yalereview.org/article/erin-oluanaigh-pacific-palisades,Pacific Palisades,Erin O’Luanaigh,"June 1, 2022",True
Poetry,https://yalereview.org/article/nuar-alsadir-poem-invertebrate,Invertebrate,Nuar Alsadir,"June 1, 2022",True
Poetry,https://yalereview.org/article/jorie-graham-i-am-still,I Am Still,Jorie Graham,"June 1, 2022",True
Poetry,https://yalereview.org/article/rae-armantrout-reverb,Reverb,Rae Armantrout,"March 1, 2022",True
Poetry,https://yalereview.org/article/john-talbot-poem-hospice,Hospice,John Talbot,"June 1, 2022",True
Poetry,https://yalereview.org/article/sajdah,Sajdah,Sahar Romani,"September 20, 2021",True
Poetry,https://yalereview.org/article/take-a-body-and-replace-it-with-another-body,Take a Body and Replace It with Another Body,Daniel Borzutzky,"September 20, 2021",True
Poetry,https://yalereview.org/article/hinge,Hinge,Jessica Fisher,"May 19, 2021",True
Poetry,https://yalereview.org/article/failed-essay-on-loving-a-man-who-loves-money-or-autobiography-as-class-traitor-or-capitalism-a-love-story,"Failed Essay on Loving a Man Who Loves Money, Or: Autobiography as Class Traitor, Or: Capitalism (A Love Story?)",Elisa Gonzalez,"May 19, 2021",True
Poetry,https://yalereview.org/article/everyones-poem,Everyone's Poem,Sara Nicholson,"May 19, 2021",True
Poetry,https://yalereview.org/article/desire,Desire,Elizabeth Metzger,"May 19, 2021",True
Poetry,https://yalereview.org/article/mulatto-quadroon,"""Mulatto"" :: ""Quadroon""",Charif Shanahan,"May 19, 2021",True
Poetry,https://yalereview.org/article/waldrep-poem-to-each-light,To Each Light of Which I Am a Brother,G. C. Waldrep,"June 28, 2021",True
Poetry,https://yalereview.org/article/nurske-poem-arrow-creek-fire,The Arrow Creek Fire,D. Nurkse,"June 28, 2021",True
Poetry,https://yalereview.org/article/curdy-poem-emily-dickinson-beirut,Teaching Emily Dickinson in Beirut,Averill Curdy,"June 28, 2021",True
Poetry,https://yalereview.org/article/fang-poem-satyrs-flute,Satyr’s Flute,Shangyang Fang,"June 28, 2021",True
Poetry,https://yalereview.org/article/race-in-the-mind-shane-mccrae,Race in the Mind,Shane McCrae,"June 28, 2021",True
Poetry,https://yalereview.org/article/hannaham-poem-glances,Glances,James Hannaham,"June 28, 2021",True
Poetry,https://yalereview.org/article/natasha-rao-poem-fullness-hunger,Fullness and Hunger,Natasha Rao,"June 28, 2021",True
Poetry,https://yalereview.org/article/rao-poem-divine-transformation,Divine Transformation,Natasha Rao,"June 28, 2021",True
From the Archives,https://yalereview.org/article/strangers-may-kiss,Strangers May Kiss,John Ashbery,"September 20, 2021",True
Poetry,https://yalereview.org/article/boruch-poem-cows-stupid-eyes-friend,"Cows. They Have Stupid Eyes, Friend So Dear",Marianne Boruch,"June 28, 2021",True
Poetry,https://yalereview.org/article/kirchwey-bridge-14-feb-45,Bridge 14. Feb. 45,Karl Kirchwey,"June 28, 2021",True
Poetry,https://yalereview.org/article/waldrep-poem-george-caleb-bingham,"At the George Caleb Bingham House, Arrow Rock, Missouri",G. C. Waldrep,"June 28, 2021",True
Poetry,https://yalereview.org/article/romero-poem-at-newport-beach,At Newport Beach,Sarina Romero,"June 28, 2021",True
Poetry,https://yalereview.org/article/nurske-poem-ascent,Ascent,D. Nurkse,"June 28, 2021",True
Poetry,https://yalereview.org/article/hannaham-poem-air-disaster,Air Disaster,James Hannaham,"June 28, 2021",True
Poetry,https://yalereview.org/article/mao-poem-a-nacreous-woman,A Nacreous Woman,Sally Wen Mao,"June 28, 2021",True
Poetry,https://yalereview.org/article/widowing,Widowing,Prageeta Sharma,"September 20, 2021",True
Poetry,https://yalereview.org/article/when-no-one-else-watches,When No One Else Watches,Sahar Romani,"September 20, 2021",True
Poetry,https://yalereview.org/article/weve-been-discussing-what-it-would-mean-to-have-a-child-in-these-of-all-times,In These of All Times,Robin Myers,"September 20, 2021",True
Poetry,https://yalereview.org/article/triptych-number-2-carlos-enríquez,Triptych Number 2: Carlos Enríquez,Orlando Ricardo Menes,"September 20, 2021",True
Poetry,https://yalereview.org/article/time-rampant-and-flourishing,"Time, Rampant and Flourishing",Jennifer Chang,"September 20, 2021",True
Poetry,https://yalereview.org/article/the-long-run,The Long Run,Linda Gregerson,"September 20, 2021",True
Poetry,https://yalereview.org/article/the-lonely-humans,The Lonely Humans,Jennifer Chang,"September 20, 2021",True
Poetry,https://yalereview.org/article/mao-poem-cherry-picking-season,Cherry Picking Season,Sally Wen Mao,"June 28, 2021",True
Poetry,https://yalereview.org/article/hoa-nguyen-having-been-born,Having Been Born,Hoa Nguyen,"June 1, 2022",True
Poetry,https://yalereview.org/article/peter-cole-poem-gold-lingers,Gold Lingers,Peter Cole,"June 1, 2022",True
Poetry,https://yalereview.org/article/jenny-xie-reaching-saturation,From “Reaching Saturation”,Jenny Xie,"June 1, 2022",True
Poetry,https://yalereview.org/article/timothy-donnelly-night-of-oblivion,Night of Oblivion,Timothy Donnelly,"March 27, 2023",True
Poetry,https://yalereview.org/article/timmy-straw-little-song-locrian,Little Song in the Locrian,Timmy Straw,"March 27, 2023",True
Poetry,https://yalereview.org/article/maureen-n-mclane-good-harbor-beach,Good Harbor Beach,Maureen N. McLane,"March 27, 2023",True
Poetry,https://yalereview.org/article/asiya-wadud-cobalt-mirror-image-3,cobalt mirror image 3,Asiya Wadud,"March 27, 2023",True
Poetry,https://yalereview.org/article/elizabeth-metzger-with-each-bird,"With Each Bird Flying, Time Is Passing",Elizabeth Metzger,"June 12, 2023",True
Poetry,https://yalereview.org/article/donika-kelly-when-i-drop,"When I Drop My Armor, When My Armor Falls",Donika Kelly,"June 12, 2023",True
Poetry,https://yalereview.org/article/sasha-debevec-mckenney-watching-national-treasure,"Watching ""National Treasure"" for the First Time",Sasha Debevec-McKenney,"June 12, 2023",True
Poetry,https://yalereview.org/article/mary-jo-bang-museum-mary,The Museum of Mary,Mary Jo Bang,"June 12, 2023",True
Poetry,https://yalereview.org/article/donika-kelly-self-portrait,Self-Portrait with Friend,Donika Kelly,"June 12, 2023",True
Poetry,https://yalereview.org/article/elizabeth-metzger-lord-i-thought,Lord I Thought at Least You’d Be Here,Elizabeth Metzger,"June 12, 2023",True
Poetry,https://yalereview.org/article/sasha-debevec-mckenney-like,Like,Sasha Debevec-McKenney,"June 12, 2023",True
Poetry,https://yalereview.org/article/francisco-marquez-late-winter,Late Winter After Leaving My Country,Francisco Márquez,"June 12, 2023",True
Poetry,https://yalereview.org/article/mary-jo-bang-becoming-mary,Becoming Mary,Mary Jo Bang,"June 12, 2023",True
Poetry,https://yalereview.org/article/timothy-donnelly-night-gowanus,Night of the Gowanus,Timothy Donnelly,"March 27, 2023",True
Poetry,https://yalereview.org/article/saskia-hamilton-all-souls,All Souls,Saskia Hamilton,"June 12, 2023",True
Poetry,https://yalereview.org/article/david-baker-twilight-sleep,Twilight Sleep,David Baker,"September 18, 2023",True
Poetry,https://yalereview.org/article/sarah-v-schweig-to-a-son,To a Son,Sarah V. Schweig,"September 18, 2023",True
Poetry,https://yalereview.org/article/heo-su-gyeong-timehill,Timehill,Heo Su-gyeong,"September 18, 2023",True
Poetry,https://yalereview.org/article/gregory-pardlo-theater-selfie,Theater Selfie,Gregory Pardlo,"September 18, 2023",True
Poetry,https://yalereview.org/article/brenda-shaughnessy-nature-of-shelter,The Nature of Shelter,Brenda Shaughnessy,"September 18, 2023",True
Poetry,https://yalereview.org/article/orlando-ricardo-menes-testament,Testament,Orlando Ricardo Menes,"September 18, 2023",True
Poetry,https://yalereview.org/article/leopoldine-core-temperatures,Temperatures,Leopoldine Core,"September 18, 2023",True
Poetry,https://yalereview.org/article/jake-fournier-speedway-creamer,Speedway Creamer,Jake Fournier,"September 18, 2023",True
Poetry,https://yalereview.org/article/jake-fournier-quick-recovery,Quick Recovery,Jake Fournier,"September 18, 2023",True
Poetry,https://yalereview.org/article/justin-jannise-press-ons,Press-Ons,Justin Jannise,"September 18, 2023",True
Poetry,https://yalereview.org/article/leopoldine-core-bass-notes,Bass Notes,Leopoldine Core,"September 18, 2023",True
Poetry,https://yalereview.org/article/sylvia-legris-rolling-moth-etymology,A Rolling Moth Etymology,Sylvia Legris,"September 18, 2023",True
Poetry,https://yalereview.org/article/heo-su-gyeong-long-time-ago,"A Long Time Ago Some King Died,",Heo Su-gyeong,"September 18, 2023",True
Poetry,https://yalereview.org/article/sarah-v-schweig-waves,Waves,Sarah V. Schweig,"September 18, 2023",True
Poetry,https://yalereview.org/article/daniel-poppick-october-notebook,October Notebook,Daniel Poppick,"March 27, 2023",True
Poetry,https://yalereview.org/article/victoria-chang-summer-1964,"Summer, 1964",Victoria Chang,"March 27, 2023",True
Poetry,https://yalereview.org/article/rachel-richardson-houses-anchored,The Houses Anchored on the Hillside,Rachel Richardson,"March 27, 2023",True
Poetry,https://yalereview.org/article/berkeley-hills-living,Berkeley Hills Living,Jessica Laser,"June 1, 2022",True
Poetry,https://yalereview.org/article/peter-gizzi-posthumous-life,The Posthumous Life of Childhood,Peter Gizzi,"September 1, 2022",True
Poetry,https://yalereview.org/article/stick-figures,Stick Figures,Fady Joudah,"September 1, 2022",True
Poetry,https://yalereview.org/article/deborah-landau-skeleton02,SKELETON,Deborah Landau,"September 1, 2022",True
Poetry,https://yalereview.org/article/deborah-landau-skeleton01,SKELETON,Deborah Landau,"September 1, 2022",True
Poetry,https://yalereview.org/article/deborah-landau-skeleton03,SKELETON,Deborah Landau,"September 1, 2022",True
Poetry,https://yalereview.org/article/tomas-salamun-poppy,Poppy,Tomaž Šalamun,"September 1, 2022",True
Poetry,https://yalereview.org/article/tomas-salamun-hearing,Hearing,Tomaž Šalamun,"September 1, 2022",True
Poetry,https://yalereview.org/article/danielle-chapman-grand-central,Grand Central,Danielle Chapman,"September 1, 2022",True
Poetry,https://yalereview.org/article/julien-gracq-gomorrah-poem,Gomorrah,Julien Gracq,"September 1, 2022",True
Poetry,https://yalereview.org/article/peter-gizzi-findspot-unknown,Findspot Unknown,Peter Gizzi,"September 1, 2022",True
Poetry,https://yalereview.org/article/cathy-linh-che-fade-in,Fade In,Cathy Linh Che,"September 1, 2022",True
